Squat,Bench,Deadlift,Total,Gender
345,200,360,905,Male
295,255,355,905,Male
325,187.5,387.5,900,Male
315,255,325,895,Male
260,230,401,891,Male
255,245,385,885,Male
320,230,320,870,Male
285,230,345,860,Male
315,225,315,855,Male
295,265,295,855,Male
275,245,320,840,Male
265,205,365,835,Male
245,245,345,835,Male
315,200,315,830,Male
230,255,330,815,Male
265,225,315,805,Male
270,185,350,805,Male
264.6,203.9625,336.2625,804.825,Male
225,255,315,795,Male
285,165,325,775,Male
200,250,320,770,Male
245,205,315,765,Male
270,165,320,755,Non-Binary
255,215,275,745,Male
274,154,254,682,Female
225,185,255,665,Male
,250,400,650,Male
225,205,240,670,Male
167,195,265,627,Male
132.3,187.425,319.725,639.45,Male
230,115,255,600,Female
210,135,250,595,Male
135,165,275,575,Male
200,150,215,565,Male
225,125,200,550,Female
175,125,245,545,Female
185,115,225,525,Female
185,105,230,520,Female
455,265,550,1270,Male
407.925,253.57500000000002,474.075,1135.575,Male
385,275,385,1045,Male
205,105,225,535,Female
405,320,457,1182,Male
175,155,225,555,Male
330.75,165.375,407.925,904.0500000000001,Male
495,285,495,1275,Male
280,280,280,840,Male
200,110,242,552,Female
405,235,365,1005,Male
315,235,315,865,Male
465,315,475,1255,Male
405,235,475,1115,Male
315,235,405,955,Male
255,185,375,815,Male
235,195,285,715,Male
183,103,263,549,Female
205,115,250,570,Female
385,279,500,1164,Male
365,235,405,1005,Male
385,245,405,1035,Male
95,105,95,295,Female
441,308.7,529.2,1278.9,Male
352.8,275.625,418.95,1047.375,Male
270,240,365,875,Male
340,180,315,835,Male
264.6,220.5,297.675,782.775,Male
195,115,220,530,Female
155,115,185,455,Male
155,105,210,470,Female
75,65,145,285,Female
,285,,285,Male
85,55,125,265,Female
15,15,45,75,Female
15,20,40,75,Male
15,15,45,75,Male
18,13,50,81,Female
18,13,55,86,Female
415,345,505,1265,Male
390,280,585,1255,Male
425,315,505,1245,Male
415,365,465,1245,Male
390,295,515,1200,Male
385,295,515,1195,Male
450,335,405,1190,Male
415,265,477,1157,Male
395,300,455,1150,Male
375,275,475,1125,Male
405,315,405,1125,Male
375,275,420,1070,Male
405,275,365,1045,Male
350,260,405,1015,Male
315,265,425,1005,Male
345,220,435,1000,Male
335,205,455,995,Male
374.85,220.5,396.90000000000003,992.25,Male
286.65000000000003,242.55,441,970.2,Male
315,225,405,945,Male
335,225,380,940,Male
295,185,450,930,Male
295,240,365,900,Male
320,210,345,875,Male
240,300,330,870,Male
265,235,325,825,Male
265,230,315,810,Male
270,225,305,800,Male
245,235,300,780,Male
235,235,295,765,Male
275,165,285,725,Female
225,185,315,725,Male
255,160,292.5,707.5,Male
225,190,281.9,696.9,Male
215,195,255,665,Male
215,160,270,645,Female
225,135,275,635,Male
137.8,137.8,275,550.6,Male
485,325,525,1335,Male
435,340,555,1330,Male
405,315,565,1285,Male
345,295,415,1055,Male
305,275,370,950,Male
330.75,187.425,363.825,882,Male
429.975,264.6,551.25,1245.825,Male
88.2,88.2,88.2,264.6,Female
345,270,385,1000,Male
431,275,511,1217,Male
235,90,255,580,Female
185,110,310,605,Female
445,340,520,1305,Male
400,275,385,1060,Male
225,245,305,775,Male
455,305,590,1350,Male
355,225,440,1020,Male
135,135,205,475,Male
155,90,215,460,Female
135,110,205,450,Male
165,70,215,450,Female
155,95,195,445,Female
155,95,195,445,Female
175,70,200,445,Female
155,85,185,425,Female
135,105,185,425,Female
155,95,175,425,Female
135,85,185,405,Female
115,125,165,405,Male
125,95,155,375,Female
135,85,145,365,Female
135,85,135,355,Female
111,77,156,344,Female
90,80,170,340,Female
75,105,155,335,Male
85,65,155,305,Female
105,75,125,305,Female
75,65,115,255,Female
75,45,95,215,Female
15.435,60.6375,136.71,212.7825,Female
100,15,95,210,Female
65,,95,160,Male
25,15,50,90,Female
25,25,45,95,Female
25,15,70,110,Female
25,35,55,115,Male
25,25,65,115,Male
22,22,72,116,Male
105,60,,165,Male
35,35,55,125,Female
45,30,65,140,Male
55,45,55,155,Female
55,40,65,160,Female
60,45,55,160,Male
55,35,100,190,Male
67,44,89,200,Female
60,45,105,210,Male
65,45,105,215,Male
500,370,500,1370,Male
505,315,545,1365,Male
150,100,150,400,Male
551.25,286.65000000000003,507.15000000000003,1345.05,Male
430,340,535,1305,Male
425,300,555,1280,Male
480,290,500,1270,Male
435,335,495,1265,Male
475,285,500,1260,Male
395,315,495,1205,Male
425,305,450,1180,Male
405,355,405,1165,Male
365,320,475,1160,Male
375,300,475,1150,Male
370,300,475,1145,Male
435,275,435,1145,Male
375,265,495,1135,Male
430,252.5,450,1132.5,Male
355,275,500,1130,Male
405,205,500,1110,Male
335,275,475,1085,Male
405,275,405,1085,Male
385,285,405,1075,Male
385,205,475,1065,Male
380,235,425,1040,Male
325,225,485,1035,Male
380,237,408,1025,Male
345,285,385,1015,Male
363.825,231.525,418.95,1014.3000000000001,Male
335,260,415,1010,Male
345,275,385,1005,Male
352.8,187.425,463.05,1003.275,Male
319.725,242.55,441,1003.275,Male
365,275,360,1000,Male
350,235,415,1000,Male
365,225,405,995,Male
405,295,295,995,Male
325,265,405,995,Male
343.98,226.01250000000002,421.15500000000003,991.1475,Male
355,255,375,985,Male
275,315,375,965,Male
315,245,405,965,Male
330,230,400,960,Male
325,237,395,957,Male
325,215,395,935,Male
315,225,395,935,Male
340,240,355,935,Male
335,225,365,925,Male
315,250,360,925,Male
315,255,350,920,Male
324,235,359,918,Male
315,225,365,905,Male
297.675,275.625,330.75,904.0500000000001,Male
300,235,365,900,Male
300,215,385,900,Male
335,235,315,885,Male
305,205,375,885,Male
310,265,310,885,Male
300,225,345,870,Male
300,225,320,845,Male
290,225,330,845,Male
295,225,315,835,Male
325,195,310,830,Male
275,225,320,820,Female
280,200,335,815,Male
245,245,315,805,Male
275,255,275,805,Male
275,175,320,770,Male
225,225,315,765,Male
270,185,305,760,Male
355,245,415,1015,Male
253.57500000000002,170.88750000000002,308.7,733.1625,Male
195,205,275,675,Male
185,135,330,650,Male
225,165,255,645,Male
210,210,210,630,Male
225,145,245,615,Male
225,135,245,605,Male
220.5,143.32500000000002,226.01250000000002,589.8375,Male
195,195,195,585,Male
185,150,225,560,Male
175,110,270,555,Male
135,145,275,555,Male
165,130,260,555,Male
187.425,137.8125,220.5,545.7375000000001,Female
185,107.5,240,532.5,Female
190,100,225,515,Female
195,105,205,505,Female
195,135,175,505,Male
132.3,154.35,198.45000000000002,485.1,Male
135,105,240,480,Female
165,88,190,443,Female
145,80,201,426,Female
145,85,155,385,Female
135,75,165,375,Female
135,85,155,375,Female
135,,205,340,Male
135,50,135,320,Female
115,75,95,285,Female
,95,,95,Female
505,305,575,1385,Male
320,285,425,1030,Male
350,225,396,971,Male
295,255,385,935,Male
320,165,335,820,Male
245,135,285,665,Female
185,95,225,505,Female
275,245,315,835,Male
255,200,335,790,Male
155,95,215,465,Female
470,275,525,1270,Male
235,190,325,750,Male
315,215,345,875,Male
66.15,45.2025,114.66,226.01250000000002,Male
345,365,225,935,Male
110,80,115,305,Female
105,75,155,335,Female
150,85,205,440,Female
115,105,155,375,Male
135,115,255,505,Female
385,175,475,1035,Male
295,225,310,830,Male
308,185,315,808,Male
375,275,480,1130,Male
230,178,385,793,Male
225,120,275,620,Female
435,285,435,1155,Male
225,185,225,635,Male
75,55,75,205,Female
390,231,405,1026,Male
385,235,525,1145,Male
300,165,315,780,Male
205,130,250,585,Male
90,45,102,237,Female
408,275,365,1048,Male
345,230,405,980,Male
331,280,405,1016,Male
65,65,65,195,Male
35,35,55,125,Female
80,55,115,250,Female
99.22500000000001,55.125,114.66,269.01,Male
145,95,145,385,Female
355,225,365,945,Male
305,265,340,910,Male
225,190,250,665,Male
365,245,405,1015,Male
320,275,405,1000,Male
405,315,500,1220,Male
405,290,495,1190,Male
95,95,135,325,Male
720,551,730,2001,Male
165.345,171.9588,347.2245,684.5283,Female
245,165,265,675,Male
375,255,480,1110,Male
200,125,250,575,Female
225,305,325,855,Male
308.644,176.368,402.3395,887.3515,Male
110.23,88.184,154.322,352.736,Female
88.184,66.138,110.23,264.552,Female
374.782,275.575,485.012,1135.369,Male
84.8771,64.81524,99.86838,249.56072,Male
242.506,165.345,319.667,727.518,Male
600,415,555,1570,Male
325,275,415,1015,Male
275,155,340,770,Female
425,310,480,1215,Male
374.782,231.483,485.012,1091.277,Male
264.552,187.391,352.736,804.679,Male
455,275,485,1215,Male
286.598,203.9255,308.644,799.1675,Male
151,80,195,426,Female
198.414,121.253,264.552,584.219,Female
320,195,365,880,Male
225,185,275,685,Male
50,45,65,160,Male
345,200,345,890,Male
305,225,385,915,Male
95,85,135,315,Male
143.299,121.253,220.46,485.012,Male
264.552,198.414,292.1095,755.0755,Male
280,190,315,785,Male
88.184,99.207,110.23,297.621,Male
330.69,198.414,374.782,903.886,Male
330,286,418,1034,Male
343.9176,255.7336,462.966,1062.6172,Male
450,290,454,1194,Male
155,125,195,475,Female
264.552,231.483,176.368,672.403,Male
110.23,66.138,110.23,286.598,Male
446.4315,341.713,529.104,1317.2485,Male
240,225,305,770,Male
330.69,235.8922,440.92,1007.5022,Male
396.828,264.552,551.15,1212.53,Male
250,180,345,775,Female
340,250,400,990,Male
529.104,396.828,705.472,1631.404,Male
376.9866,176.368,363.759,917.1136,Male
363.759,275.575,440.92,1080.254,Male
315,185,405,905,Male
,295,405,700,Male
352.736,220.46,413.3625,986.5585,Male
160,118,250,528,Female
340,225,355,920,Male
70,150,250,470,Female
308.644,187.391,380.2935,876.3285,Male
155,155,300,610,Male
63,43,113,219,Female
213,153,263,629,Female
185,105,205,495,Female
455,365,455,1275,Male
290,245,425,960,Male
380,225,405,1010,Male
145,95,225,465,Female
325,205,315,845,Male
355,290,400,1045,Male
35,35,20,90,Male
440,345,520,1305,Male
545,315,605,1465,Male
340,225,370,935,Male
43,25,73,141,Female
475,275,545,1295,Male
165,135,235,535,Male
,,35,35,Female
25,35,75,135,Male
365,225,415,1005,Male
22,22,22,66,Female
65,45,65,175,Female
,,22,22,Female
210,140,295,645,Female
395,295,455,1145,Male
300,225,375,900,Male
405,250,500,1155,Male
175,100,185,460,Female
385,275,525,1185,Male
275,198,385,858,Male
350,245,405,1000,Male
135,135,135,405,Male
405,290,515,1210,Male
385,255,500,1140,Male
185,170,315,670,Female
215,115,245,575,Female
350,245,430,1025,Male
225,135,315,675,Male
525,375,545,1445,Male
275,250,425,950,Male
365,255,460,1080,Male
430,175,415,1020,Male
397.5,330,495,1222.5,Male
430,240,465,1135,Male
435,295,475,1205,Male
350,260,340,950,Male
315,245,315,875,Male
275,205,365,845,Male
405,335,495,1235,Male
345,250,355,950,Male
418.874,242.506,485.012,1146.392,Male
705.472,473.989,661.38,1840.841,Male
297.621,225.9715,341.713,865.3055,Female
245,205,275,725,Male
225,185,315,725,Male
345,205,400,950,Male
495,370,575,1440,Male
50,35,70,155,Male
70,60,70,200,Male
295,185,315,795,Male
250,130,275,655,Female
420,315,496,1231,Male
309,235,463,1007,Male
154.322,220.46,171.9588,546.7408,Male
135,,,135,Male
270,320,320,910,Male
465,300,440,1205,Male
6,6,6,18,Female
295,235,405,935,Male
385,345,530,1260,Male
440.92,264.552,407.851,1113.323,Male
345,255,375,975,Male
245,165,315,725,Male
475,305,475,1255,Male
245,155,,400,Male
315,245,315,875,Male
405,295,435,1135,Male
315.5,300.5,500,1116,Male
264.5,155,402,821.5,Male
335,315,445,1095,Male
185,100,225,510,Female
440,295,480,1215,Male
675,405,870,1950,Male
280,135,250,665,Female
215,110,210,535,Female
240,115,250,605,Female
281.0865,214.9485,336.2015,832.2365,Female
285,225,315,825,Male
305,225,455,985,Male
240,195,290,725,Male
515,365,585,1465,Male
355,265,375,995,Male
260,195,305,760,Male
315,205,365,885,Male
264.552,143.299,396.828,804.679,Male
473.989,363.759,540.127,1377.875,Male
410,280,450,1140,Male
329,164,314,807,Female
25,20,65,110,Female
315,225,405,945,Male
110,70,230,410,Female
500,350,595,1445,Male
225,225,,450,Male
225,105,265,595,Female
525,285,515,1325,Male
264.552,202.8232,352.736,820.1112,Male
315,225,350,890,Male
455,270,570,1295,Male
345,240,385,970,Male
386,317,507,1210,Male
300,205,335,840,Male
395,245,425,1065,Male
250,142,320,712,Female
187.391,88.184,264.552,540.127,Female
422,295,445,1162,Male
330.69,253.529,407.851,992.07,Male
440,335,495,1270,Male
405,185,455,1045,Male
270,225,340,835,Male
405,305,455,1165,Male
235,180,295,710,Female
435,205,430,1070,Female
250,170,375,795,Male
405,275,405,1085,Male
435,305,400,1140,Male
385,240,425,1050,Male
405,275,425,1105,Male
240,195,330,765,Male
335,255,430,1020,Male
295,235,375,905,Male
375,265,405,1045,Male
405,245,475,1125,Male
135,355,550,1040,Male
405,315,475,1195,Male
187.391,110.23,231.483,529.104,Female
551.15,352.736,264.552,1168.438,Male
350,255,405,1010,Male
203.9255,143.299,225.9715,573.196,Female
260,160,330,750,Female
529,375,573,1477,Male
264,150,295,709,Female
325,325,390,1040,Male
280,165,315,760,Female
155,105,225,485,Female
365,245,460,1070,Male
415,215,500,1130,Male
340,235,325,900,Male
336,301,426,1063,Male
245,195,275,715,Male
405,195,,600,Male
225,180,350,755,Female
380,305,455,1140,Male
285,225,354,864,Male
485,340,550,1375,Male
203.9255,154.322,264.552,622.7995,Female
415,325,405,1145,Male
350,225,365,940,Male
350,235,450,1035,Male
325,235,405,965,Male
305,235,375,915,Male
420,280,455,1155,Male
413.5,243,446,1102.5,Male
315,225,365,905,Male
325,215,425,965,Male
125,90,200,415,Female
,245,,245,Male
500,370,575,1445,Male
235,235,335,805,Male
295,265,365,925,Male
550,396.5,512.5,1459,Male
660,395,600,1655,Male
440,240,445,1125,Male
315,235,385,935,Male
375,210,375,960,Male
515,285,565,1365,Male
350,225,425,1000,Male
193,248,105,546,Female
198,105,243,546,Female
205,135,225,565,Female
545,365,550,1460,Male
375,254,424,1053,Male
340,285,420,1045,Male
20,15,45,80,Male
275.575,203.9255,330.69,810.1905,Male
253.529,176.368,325.1785,755.0755,Male
540.127,314.1555,330.69,1184.9725,Male
245,235,245,725,Male
154.322,77.161,187.391,418.874,Male
209.437,143.299,303.1325,655.8685,Female
160,125,205,490,Female
450,315,520,1285,Male
315,235,335,885,Male
455,385,500,1340,Male
345,255,425,1025,Male
550,365,500,1415,Male
2,2,2,6,Male
315,280,450,1045,Male
425,330,515,1270,Male
275,205,315,795,Male
275,225,315,815,Male
355,265,455,1075,Male
253,176,275,704,Male
190,100,205,495,Female
390,310,435,1135,Male
225,205,315,745,Male
100,90,155,345,Female
135,75,155,365,Female
415,235,405,1055,Male
335,225,335,895,Male
515,300,565,1380,Male
225,185,315,725,Male
405,325,525,1255,Male
525,335,535,1395,Male
315,265,385,965,Male
465,255,535,1255,Male
270,180,290,740,Female
325,240,435,1000,Male
390,355,435,1180,Male
475,315,620,1410,Male
418.874,264.552,551.15,1234.576,Male
425,310,515,1250,Male
250,165,335,750,Male
350,250,360,960,Male
375,280,455,1110,Male
405,365,455,1225,Male
385,315,415,1115,Male
500,335,515,1350,Male
408,298,441,1147,Male
200,135,225,560,Male
455,260,495,1210,Male
421,230,430,1081,Male
325,275,455,1055,Male
275,225,275,775,Male
225,295,485,1005,Male
408,255,485,1148,Male
315,205,415,935,Male
275,275,405,955,Male
375,275,515,1165,Male
355,275,400,1030,Male
300,365,585,1250,Male
385,285,405,1075,Male
280,155,445,880,Male
210,205,315,730,Male
60,155,345,560,Male
45,45,45,135,Male
560,315,585,1460,Male
320,210,135,665,Male
45,45,45,135,Female
45,45,123,213,Female
60,45,155,260,Female
430,375,705,1510,Male
320,225,415,960,Male
455,355,530,1340,Male
145,145,145,435,Male
286.598,165.345,352.736,804.679,Female
385,355,495,1235,Male
429.897,275.575,507.058,1212.53,Male
220.46,121.253,270.0635,611.7765,Male
429.897,319.667,562.173,1311.737,Male
420,275,425,1120,Male
65,50,55,170,Male
70,55,125,250,Male
340,265,335,940,Male
285,185,365,835,Male
355,265,385,1005,Male
55,35,85,175,Female
3,3,,6,Female
25,20,45,90,Male
65,35,75,175,Female
405,225,455,1085,Male
215,150,280,645,Female
335,240,415,990,Male
525,395,575,1495,Male
413.3625,275.575,529.104,1218.0415,Male
385,245,495,1125,Male
465,315,425,1205,Male
611,407,578,1596,Male
240,135,305,680,Female
365,225,465,1055,Male
315,245,405,965,Male
425,315,500,1240,Male
355,255,452,1062,Male
510,360,575,1445,Male
365,295,285,945,Male
425,290,435,1150,Male
225,130,280,635,Female
455,295,525,1275,Male
475,335,545,1355,Male
185,135,280,600,Male
345,245,475,1065,Male
50,,215,265,Male
562,407,628,1597,Male
265,255,335,855,Male
310,45,360,715,Male
355,275,415,1045,Male
286.6,170.8,352.7,810.1,Female
285,285,425,995,Male
385,245,520,1150,Male
245,120,275,640,Female
275,125,275,675,Female
355,225,345,925,Male
175,130,240,545,Female
300,185,385,870,Male
175,105,175,455,Female
340,225,395,960,Male
515,330,556,1401,Male
225,100,295,620,Female
500,355,525,1380,Male
250,165,345,760,Male
335,305,398,1038,Male
485,352.5,515,1352.5,Male
525,327.5,500,1352.5,Male
445,390,465,1300,Male
402.3395,242.506,418.874,1063.7195,Male
405,365,455,1225,Male
240,210,325,775,Female
295,240,305,840,Male
350,255,425,1030,Male
257.5,170,345,772.5,Male
130,80,190,400,Female
275,125,295,695,Female
395,240,500,1135,Male
474,364,595,1433,Male
55,,105,160,Male
515,325,515,1355,Male
15,25,35,75,Female
290,165,305,760,Female
200,115,235,550,Female
275,190,300,765,Male
345,285,445,1075,Male
315,185,345,845,Male
600,415,600,1615,Male
15,10,45,70,Female
405,295,415,1115,Male
275,155,305,735,Female
73,22,90,185,Female
570,305,455,1330,Male
415,300,365,1080,Male
322.5,220,385,927.5,Male
470,355,535,1360,Male
295,245,365,905,Male
605,330,585,1520,Male
255,225,315,795,Male
385,225,389,999,Male
65,45,110,220,Male
286.598,154.322,286.598,727.518,Female
255,215,285,755,Male
60,35,104,199,Male
75,45,144,264,Female
137.5,85,130,352.5,Male
511,315,521,1347,Male
275,262.5,295,832.5,Male
375,275,355,1005,Male
315,225,405,945,Male
250,205,300,755,Male
355,265,405,1025,Male
135,60,175,370,Female
2,2,2,6,Male
265,235,365,865,Male
315,315,425,1055,Male
501,275,510,1286,Male
200,145,265,610,Female
290,125,345,760,Female
,385,660,1045,Male
305,225,330,860,Male
245,175,300,720,Male
335,205,405,945,Male
215,145,280,640,Female
435,255,415,1105,Male
305,205,335,845,Female
205,120,275,600,Female
405,315,455,1175,Male
,160,,160,Female
125,125,195,445,Female
335,265,405,1005,Male
315,235,325,875,Male
111,65,197,373,Female
401,300,555,1256,Male
288,210,330,828,Male
6.6138,6.6138,6.6138,19.8414,Female
407.851,332.8946,440.92,1181.6656,Male
365,255,515,1135,Male
365,300,,665,Male
230,200,255,685,Male
3.2,3.2,3.2,9.6,Male
205,115,200,520,Female
350,240,360,950,Male
760,462,644,1866,Male
245,115,235,595,Female
405,345,405,1155,Male
250,110,280,640,Female
18,13,60,91,Female
385,280,470,1135,Male
370,215,485,1070,Male
55,45,55,155,Female
75,65,75,215,Male
135,55,155,345,Female
400,235,485,1120,Male
266,260,345,871,Male
727,369,672,1768,Male
580,320,550,1450,Male
160,95,200,455,Female
385,265,455,1105,Male
380,280,465,1125,Male
404,264,474,1142,Male
385,205,475,1065,Male
430,275,405,1110,Male
365,305,345,1015,Male
505,325,455,1285,Male
465,255,530,1250,Male
365,205,435,1005,Male
145,175,260,580,Male
115,60,115,290,Female
145,80,175,400,Female
245,245,225,715,Male
315,195,365,875,Male
205,115,135,455,Female
530,335,600,1465,Male
440.92,275.575,595.242,1311.737,Male
534.6,414.4,600.7,1549.7,Male
235,190,315,740,Male
175,85,210,470,Female
360,270,315,945,Male
375,275,460,1110,Male
200,125,230,555,Female
300,225,330,855,Male
295,275,345,915,Male
331,309,353,993,Male
440,265,495,1200,Male
100,65,135,300,Female
555,390,555,1500,Male
534.6155,352.736,584.219,1471.5705,Male
405,305,475,1185,Male
355,245,455,1055,Male
350,295,485,1130,Male
180,120,260,560,Female
190,105,235,530,Female
385,187,428,1000,Male
295,225,365,885,Male
300,200,354,854,Male
240,220,315,775,Male
275,215,365,855,Male
225,200,135,560,Male
190,115,245,550,Female
225,185,295,705,Male
335,225,420,980,Male
530,330,545,1405,Male
500,330,470,1300,Male
350,260,365,975,Male
534.6155,374.782,578.7075,1488.105,Male
705.472,449.7384,628.311,1783.5214,Male
165,78.5,212.5,456,Female
285,150,315,750,Female
425,265,505,1195,Male
319.667,225.9715,369.2705,914.909,Female
250,140,265,655,Female
335,355,230,920,Male
225,275,315,815,Male
403,245,370,1018,Male
345,235,395,975,Male
265,190,175,630,Male
295,265,465,1025,Male
235,145,280,660,Female
245,215,270,730,Male
385,245,405,1035,Male
275,205,345,825,Male
595,405,695,1695,Male
248,165,320,733,Female
245,225,285,755,Male
20,30,55,105,Female
365,275,405,1045,Male
245,205,350,800,Male
335,225,405,965,Male
455,365,515,1335,Male
255,205,305,765,Male
325,205,386,916,Male
165,80,185,430,Female
250,175,330,755,Female
365,255,385,1005,Male
367,267,365,999,Male
363.759,281.0865,507.058,1151.9035,Male
280,225,330,835,Male
250,135,260,645,Female
185,275,255,715,Male
95,45,155,295,Female
475,300,635,1410,Male
325,235,455,1015,Male
320,245,325,890,Male
300,185,335,820,Male
95,95,95,285,Male
95,75,135,305,Female
185,135,225,545,Male
95,95,95,285,Female
5,5,25,35,Male
495,285,520,1300,Male
518.1,352.7,556.7,1427.5,Male
425,335,475,1235,Male
435,315,575,1325,Male
395,245,385,1025,Male
319.667,198.414,308.644,826.725,Male
365,205,435,1005,Male
315,315,445,1075,Male
205,135,275,615,Male
276,225,315,816,Male
335,200,355,890,Male
350,300,350,1000,Male
500,315,585,1400,Male
495,415,545,1455,Male
350,260,475,1085,Male
200,135,305,640,Female
205,205,275,685,Male
385,335,525,1245,Male
135,110,185,430,Female
55,35,75,165,Female
465,350,435,1250,Male
430,295,340,1065,Male
315,245,365,925,Male
385,315,425,1125,Male
,,374.782,374.782,Male
265,152,337,754,Female
455,335,520,1310,Male
25,15,25,65,Female
7,7,25,39,Female
425,275,426,1126,Male
175,155,270,600,Male
495,355,585,1435,Male
335,240,425,1000,Male
520,385,675,1580,Male
325,250,410,985,Male
400,200,250,850,Male
135,75,150,360,Female
2,1,4,7,Male
317.5,222.5,375,915,Male
375,275,350,1000,Male
420,345,420,1185,Male
115,75,170,360,Female
1,1,1,3,Female
325,275,395,995,Male
15,15,35,65,Male
500,320,615,1435,Male
255,227,374,856,Male
405,300,405,1110,Male
405,305,445,1155,Male
375,275,415,1065,Male
215,100,305,620,Female
325,,425,750,Male
185,95,155,435,Female
319.667,220.46,385.805,925.932,Male
435,305,545,1285,Male
275,215,335,825,Male
430,240,405,1075,Male
240,125,315,680,Female
225,225,315,765,Male
315,275,315,905,Male
335,170,325,830,Female
518.081,391.3165,611.7765,1521.174,Male
455,300,555,1310,Male
225,205,315,745,Male
455,275,470,1200,Male
380.2935,279.9842,415.5671,1075.8448,Male
445,275,600,1320,Male
300,200,360,860,Female
225,205,275,705,Male
335,185,385,905,Male
215,215,335,765,Male
455,320,525,1300,Male
500,365,525,1390,Male
285,165,315,765,Male
405,295,585,1285,Male
265,214,385,864,Female
365,240,365,970,Male
331.35138,306.4394,396.38708,1034.17786,Male
485,410,475,1370,Male
435,260,505,1200,Male
155,90,181.5,426.5,Female
175,135,235,545,Male
325,230,365,920,Male
55,45,85,185,Male
75,75,145,295,Male
319.667,231.483,396.828,947.978,Male
335,205,315,855,Male
365,205,365,935,Male
,240,,240,Male
365,285,430,1080,Male
405,225,455,1085,Male
335,255,365,955,Male
375,250,405,1030,Male
335,187.5,365,887.5,Male
445,295,530,1270,Male
277.7796,181.8795,300.9279,760.587,Female
195,45,7.5,247.5,Female
205,170,240,615,Male
180,130,225,535,Female
205,135,240,580,Female
355,215,365,935,Male
125,90,170,385,Female
560,365,495,1420,Male
365,179,455,999,Male
495,495,575,1565,Male
225,200,315,740,Male
130,75,205,410,Female
32,27,102,161,Male
380,325,505,1210,Male
225,120,265,610,Female
505,315,605,1425,Male
485.012,358.2475,512.5695,1355.829,Male
505,345,605,1455,Male
170,130,205,505,Female
415,315,475,1205,Male
358.2475,220.46,440.92,1019.6275,Female
,,405,405,Male
225,220,315,760,Male
330.69,200.6186,330.69,861.9986,Male
235,155,270,660,Female
155,95,175,425,Female
825,465,700,1990,Male
668,357,733.5,1758.5,Male
315,205,405,925,Male
375,185,445,1005,Male
385,275,495,1155,Male
330.69,264.552,440.92,1036.162,Male
465,245,505,1215,Male
480,340,535,1355,Male
325,225,375,925,Male
165,77,185,427,Female
319,209,405,933,Male
405,245,475,1125,Male
335,248,430,1013,Male
253,165,315,733,Male
265,220,355,840,Male
225,160,275,660,Female
176,99,225,500,Female
220,225,295,740,Male
325,217.5,365,907.5,Male
205,105,253.5,563.5,Female
363.759,139.9921,496.035,999.7861,Male
418.874,,,418.874,Male
400,305,400,1105,Male
525,405,605,1535,Male
474.9,330,702.1,1507,Male
35,35,55,125,Male
425,275,535,1235,Male
550,365,565,1480,Male
255,295,245,795,Male
600,360,570,1530,Male
410,240,477,1127,Male
220.46,123.4576,242.506,586.4236,Female
275.575,143.299,319.667,738.541,Female
405,240,385,1030,Male
330,185,405,920,Male
290,228,,518,Male
305,225,345,875,Male
511.4672,297.621,573.196,1382.2842,Male
425,275,440,1140,Male
405,295,477,1177,Male
299.8256,187.391,198.414,685.6306,Male
53,65,53,171,Female
330.69,176.368,507.058,1014.116,Male
385.805,242.506,396.828,1025.139,Male
385,285,385,1055,Male
200,160,265,625,Male
176.368,220.46,154.322,551.15,Male
505,280,565,1350,Male
365,225,410,1000,Male
248.0175,198.414,330.69,777.1215,Male
405,295,405,1105,Male
405,220,475,1100,Male
425,250,475,1150,Male
365,255,370,990,Male
407,319,462,1188,Male
315,225,425,965,Male
360,235,425,1020,Male
,250,,250,Male
286.65000000000003,209.475,429.975,926.1,Male
365,235,400,1000,Male
590,405,680,1675,Male
255,255,345,855,Male
315,245,465,1025,Male
300,200,355,855,Male
435,320,420,1175,Male
441,275.625,551.25,1267.875,Male
15,10,45,70,Male
405,275,450,1130,Male
250,205,270,725,Male
365,235,460,1060,Male
105,85,,190,Female
215,215,330,760,Male
321.8,249.4,321.8,893,Male
275,225,365,865,Male
355.005,154.35,452.02500000000003,961.38,Male
350,240,365,955,Male
135,65,225,425,Female
375,270,405,1050,Male
350,305,455,1110,Male
225,185,225,635,Male
535,365,495,1395,Male
230,210,320,760,Male
425,365,275,1065,Male
295,160,295,750,Female
355,275,405,1035,Male
200,135,220,555,Female
330,225,445,1000,Male
760,300,605,1665,Male
60,40,85,185,Male
405,275,495,1175,Male
505,380,580,1465,Male
315,242,375,932,Female
365,265,500,1130,Male
225,225,225,675,Male
488.5,285,635,1408.5,Male
390,255,425,1070,Male
365,250,435,1050,Male
405,365,500,1270,Male
255,205,365,825,Male
5,10,45,60,Female
717,386,763,1866,Male
525,315,555,1395,Male
165,115,225,505,Female
315,265,425,1005,Male
330,220,374,924,Male
315,265,365,945,Male
385,195,435,1015,Female
365,190,500,1055,Male
100,,135,235,Male
50,,95,145,Female
425,280,435,1140,Male
405,295,505,1205,Male
402.4125,187.425,429.975,1019.8125,Male
405,290,365,1060,Male
315,225,365,905,Male
335,215,405,955,Male
355,275,485,1115,Male
455,365,565,1385,Male
185,265,315,765,Male
405,220,365,990,Female
405,305,405,1115,Male
441,132.3,132.3,705.6,Male
390,280,520,1190,Male
220,245,310,775,Male
315,260,455,1030,Male
405,285,375,1065,Male
255,225,405,885,Male
235,155,305,695,Female
330.75,275.625,474.075,1080.45,Male
